first_name,last_name,writer_id
 Piers Paul,Read,w39520
 Matthew,McIntyre,w31558
 David DeGrow,Shotwell,w44142
 Steven,Walters,w50233
 Alex,Graves,w17736
Tony,Hiles,w20393
Rita,Merson,w32124
John,Neufeld,w34693
 Eric,Roman,w40781
Carter,Carter,w7451
Jocelyn,Towne,w48286
Tanzeal,Rahim,w39072
 Simon,Trottier,w48496
Phil,Borg,w5093
 Julian,DeZotti,w11072
Mary C.,Ryan,w41562
Jessica,Sharzer,w43700
 Richard North,Patterson,w36892
David,Bezmozgis,w4139
Jefferson,Moneo,w33078
 Jefferson,Moneo,w33077
 Brian,Paccione,w36225
Claudia,Salter,w41973
Hidekazu,Takahara,w47057
Qi,Zhao,w52963
 Hao,Zhou,w52971
 Lauri,Törhönen,w48858
 Jeff,Kleeman,w25200
Patrick,Forbes,w14708
Jessie,McCormack,w31334
Simon,Murray,w34016
 Axel,Aylwen,w2113
 Julie,Weinberg,w50652
Jack,Holmes,w20850
 Michael,Kristoff,w25981
Alex,Stockman,w46198
Vadim,Glowna,w16925
Glen,Stephens,w46015
Daniel,Young,w52592
 Bob,Rozakis,w41281
 Jose,Delbo,w11203
 Neal,Adams,w195
Hanz,Wasserburger,w50419
Monty,Fisher,w14405
 Monty,Fisher,w14388
 Camilo,Vila,w49630
Karyn,Kay,w24166
 Karyn,Kay,w24161
 Sollace,Mitchell,w32794
Nigel,Hartwell,w19441
Jason,Shumway,w44206
 Matt,Shumway,w44205
Peter,Keglevic,w24268
Margaret,Monaghan,w33058
 Soopum,Sohn,w45213
Ron,Senkowski,w43371
Franklin Guerrero,Jr.,w23281
Dan,Palmer,w36381
 Adam,Morrison,w33547
Thomas,Beatty,w3227
Rishi,Opel,w35900
 Freddie,Connor,w9416
 Sheraiah,Larcher,w26923
 Brendon,O'Loughlin,w35493
 Olivia,Wakeford,w50045
 Anit,Bashar,w2996
Vanessa,Hope,w20952
Alex,Child,w8323
 Miles,Harrington,w19264
Millie,Loredo,w28889
 Millie,Loredo,w28888
Ryan,Roy,w41272
Greg,Fitzsimmons,w14457
Katrin,Gebbe,w16198
Alan,Trezza,w48416
Murray,Miller,w32540
John,Chriss,w8474
 Kane,Senes,w43367
 Christopher,Browne,w6075
 Philippe,Petit,w37493
Chuck,Hogan,w20735
 Mitchell,Zuckoff,w53128
Ian,Fried,w15248
 Nic,Mathieu,w30932
Audrey,Dana,w10621
 Murielle,Magellan,w29679
 Audrey,Dana,w10618
 Claudio,Quarantotto,w38883
 Alberto,Marras,w30518
 Marc,Miller,w32475
Colin,Jost,w23160
Alice,Winocour,w51603
 Stephen,Kandel,w23664
 S.E.,Whitman,w51130
Gregory S.,Dinallo,w11685
 Scott,Swanton,w46798
 Gregory S.,Dinallo,w11684
Daniel,Kinno,w25032
Alain,Berbérian,w3724
 Vincent,Lindon,w28423
Benoît,Pétré,w38853
Denis,Rabaglia,w38976
 Luca de,Benedittis,w3593
Stefano,Benni,w3660
 Massimo,Martelli,w30593
 Nicola,Alvau,w895
 Giannandrea,Pecorelli,w37076
 Michele,Pellegrini,w37143
 Luca,Miniero,w32662
 Fabio,Bonifacci,w4988
 Giambattista,Avellino,w2061
 Antonio,Manzini,w30202
 Massimiliano,Bruno,w6158
 Valeria Di,Napoli,w34384
Giuseppe,Piccioni,w37703
Francesco,Cenni,w7736
 Lucio,Pellegrini,w37142
 Ricky,Tognazzi,w48074
 Dino,Giarrusso,w16510
Fabio De,Luigi,w29126
 Pierpaolo,Pirone,w37909
 Li Xiang,Yang,w52311
Marco,Lodoli,w28700
 Giuseppe,Piccioni,w37701
 Francesca,Manieri,w30083
Giuliano,Miniati,w32661
 Stefano,Chiantini,w8288
Giovanni,Veronesi,w49497
 Andrea,Agnello,w326
Giacomo,Monti,w33182
 Gian Alfonso,Pacinotti,w36240
Gian Paolo,Cugno,w10267
 Paolo Di,Reda,w39562
Valerio,Jalongo,w22320
 Alfredo,Covelli,w9882
Stefano,Bises,w4405
 Stefano,Bises,w4404
 Andrea,Salerno,w41900
 Christian,Poli,w38089
Valeria,Parrella,w36719
 Francesca,Comencini,w9304
Massimiliano,Bruno,w6159
 Edoardo Maria,Falcone,w13638
 Fausto,Brizzi,w5809
Piergiorgio,Gay,w16170
 Piergiorgio,Paterlini,w36855
Saverio Di,Biagio,w4202
 De Pascale,Massimo,w30846
 Beba,Slijepcevic,w44830
 Francesca,Archibugi,w1541
 Guido,Iuculano,w22079
Serena,Brugnolo,w6129
 Dino,Gentili,w16299
Claudio,Bigagli,w4271
 Davide,Lantieri,w26877
Maurizio,Casagrande,w7497
 Andrea Dal,Monte,w33135
Filippo,Gravino,w17743
 Claudio,Cupellini,w10330
Edoardo,Gabbriellini,w15616
 Pier Paolo,Piciarelli,w37712
 Francesco,Cenni,w7735
 Edoardo,Gabbriellini,w15615
 Valerio,Mastandrea,w30854
Simone,Lenzi,w27775
 Simone,Lenzi,w27773
Giovanna,Gagliardo,w15677
 Carlo,Macchitella,w29517
 Alessandra,Acciai,w127
Gianluca,Ansanelli,w1340
 Tito,Buffolini,w6316
Ivano De,Matteo,w30993
 Valentina,Ferlan,w14036
Marco,Alessi,w631
 Fernando León de,Aranoa,w1491
 Valerio,Bariletti,w2705
 Morgan,Bertacca,w4024
 Giordano,Preda,w38450
Francesco,Amato,w941
 Daniela,Gambaro,w15826
 Giuliano,Miniati,w32660
 Tommaso,Avati,w2051
 Federica,Bosco,w5172
 Michela,Andreozzi,w1213
 Rolando,Ravello,w39415
 Herbert Simone,Paragnani,w36532
Edoardo Maria,Falcone,w13639
Giorgio,Diritti,w11724
 Fredo,Valla,w49150
 Giorgio,Diritti,w11723
 Tania,Pedroni,w37088
Alina,Marazzi,w30228
 Gaia,Giani,w16491
 Chiara,Cremaschi,w10038
 Alina,Marazzi,w30227
 Dario,Zonta,w53094
 Daniela,Persico,w37396
 Nicola,Giuliano,w16814
Marco,Ponti,w38189
 Marco,Ponti,w38187
 Elisa,Amoruso,w1039
 Chiara,Gamberale,w15828
 Alessandro,D'Avenia,w10472
Federico,Baccomo,w2191
 Federico,Baccomo,w2190
 Umberto Riccioni,Carteni,w7434
Marco,Risi,w40270
Sergio,Castellitto,w7586
 Sydney,Sibilia,w44231
 Valerio,Attanasio,w1921
 Andrea,Garello,w15979
 Federico,Favot,w13847
 Francesco,Patierno,w36866
Roberto,Bolaño,w4883
 Gilberto,Dimenstein,w11678
 Heloisa,Prieto,w38546
Luca,Miniero,w32663
Daniela,Gambaro,w15827
 Matteo,Oleotto,w35757
Valentina,Cicogna,w8614
 Valentina,Cicogna,w8613
 Bruno,Oliviero,w35804
Filippo,Bologna,w4909
 Ernesto,Fioretti,w14342
Anna,Banti,w2593
 Mario,Martone,w30728
Walter,Lupo,w29207
 Rocco,Papaleo,w36502
Nicola,Lusuardi,w29231
 Marco S.,Puccioni,w38696
Bart,Gavigan,w16155
 Cinzia,Genuardi,w16306
 Hugh,Hudson,w21280
 Brando,Quilici,w38918
Ficarra,Ficarra,w14166
N/A,Picone,w37720
Mirko,Locatelli,w28676
 Giuditta,Tarantelli,w47248
Shane,Robert,w40392
 Giovanni,Galavotti,w15720
Domenico,Starnone,w45822
 Domenico,Starnone,w45820
Franco,Bernini,w3957
Cristina,Comencini,w9306
 Enzo,Monteleone,w33148
 Cristina,Comencini,w9303
Alessandro,Angelini,w1281
Angelo,Carbone,w7188
 Leonardo,Fasoli,w13806
 Gianluca Maria,Tavarelli,w47342
 Michela,Murgia,w33943
Giulia,Calenda,w6892
 Maddalena,Ravagli,w39412
 Giulio,Manfredonia,w30061
Tullio,Pinelli,w37850
 Jacqueline,Lefèvre,w27602
 Nick,Earls,w12676
Giambattista,Avellino,w2062
N/A,Ficarra,w14168
 Fabrizio,Testini,w47591
 Antonio,Albanese,w540
Andrea,Molaioli,w32996
 Gabriele,Romagnoli,w40778
Neal,Barbera,w2647
Mike,Marsh,w30546
 Sean,Tretta,w48402
Tara,Anaïse,w1070
 Tara,Anaïse,w1069
 Tamara,Blaich,w4513
Amy,Acosta,w163
 Alin,Bijan,w4285
Martin,Gooch,w17267
Mark,Mussina,w34050
 Steven,Sessions,w43454
Sevé,Schelenz,w42622
Frankie,Latina,w27032
 Andrew,Swant,w46795
 Mark,Borchardt,w5062
 Ryan,Plato,w37985
Jean,Veber,w49325
John,Philp,w37670
Frank,Merle,w32102
Bart,Madison,w29639
Cameron,Bender,w3559
 Cameron,Bender,w3557
 Kathryn,Lyn,w29268
 Andy,Palmer,w36366
Kamal,Ahmed,w395
Graham,Reznick,w39936
John Allen,Nelson,w34625
Liz,Adams,w214
Patrick,Lope,w28851
 Daniel,Mross,w33740
 Nicholas,Mross,w33741
 Raphaël,Meltz,w31963
Chris,Lofing,w28714
 Travis,Cluff,w8911
Shawn,Holmes,w20853
 Hari,Sathappan,w42344
Jeffrey,Lieber,w28268
 Michael,Shapiro,w43638
 Shawn,Simons,w44523
Nurbek,Egen,w12841
Santa,Inoue,w21911
Hung-Shun,Cho,w8378
 Jin-Ching,Chou,w8447
 Ling-Fei,Lin,w28358
 Hui-Lan,Liu,w28579
 Alan,Mruvka,w33742
 Sheldon,Roper,w40870
Xinglong,Liu,w28596
 Yi'an,Sun,w46624
 Veronica,Raimo,w39088
Josh,Epstein,w13275
 Kyle,Rideout,w40128
 Josh,Epstein,w13266
Charlene,Blaine,w4521
 Kim,Delgado,w11215
Hassan,Rana,w39213
Shoaib,Mansoor,w30181
 Faiza,Mujahid,w33778
 Bulleh,Shah,w43547
 Alex,Infascelli,w21871
 Carlo,Lucarelli,w29062
Micki,Dickoff,w11602
Nick,Gaitatjis,w15700
Romain,Goupil,w17528
Edison,Cájas,w10427
Nicole,Mitchell,w32819
 Patrick,Osborne,w36042
 Clyde Brion,Davis,w10857
 William H.,Wright,w52050
Robert St.,Aubrey,w1954
 Bert,Lawrence,w27161
 Daniel B.,Beauchamps,w3236
Matt,Baker,w2395
 Colin,Offland,w35642
Kenneth,Vose,w49871
 Lawrence,DuKore,w12311
 William Byron,Mowery,w33719
 Paul,Harrison,w19339
 Don,Balluck,w2509
Andrew P.,Jones,w23007
Brian,Ackley,w161
 Meissa,Hampton,w18966
 Chris,Riquinha,w40263
 Alan,Reed,w39596
Oklahoma,Ward,w50343
Gregory,Orr,w35994
Juan Piquer,Simón,w44564
 Mark,Klein,w25211
 David,Coleman,w9166
Larry Wade,Carrell,w7379
T.J.,Ramini,w39171
 Walter,Taylaur,w47364
 Ali,Cook,w9487
Wood,Dickinson,w11601
 Christopher,Ryan,w41540
Olallo,Rubio,w41344
Ben Hernandez,Bray,w5602
 Michael,Gordon,w17364
 Tina Sen,Gordon,w17375
 Frank,Torres,w48231
C.B.,Harding,w19160
Jo,Kastner,w23973
 Warren,Douglas,w12102
Rob,Baard,w2162
Jon,Schnepp,w42821
 Julie,Aiken,w428
 Yuriy,Alikov,w717
 David,Cherkasskiy,w8207
 Ron,Schmidt,w42760
Raymond,Martino,w30716
 William,Stroum,w46414
John 'J.D.',Drury,w12290
 Kevin,Lyman,w29263
 John 'J.D.',Drury,w12287
 John F.,Sullivan,w46583
 Affion,Crockett,w10099
B.J.,Perla,w37323
 B.J.,Perla,w37322
Michael,Jones,w23041
 Jim,Beaver,w3257
 Steven M.,Krauzer,w25907
 Tim,McCoy,w31347
 Jack,Mintz,w32688
 Isaac,Sharry,w43698
 Marc de,Chauveron,w8105
 Olav,Hergel,w20115
 Graciela,Maglie,w29696
 Rex,Ingram,w21891
Scott,Ryan,w41568
Jaime,Salvador,w41988
 Alex,Joffé,w22751
 Jean,Lévitte,w29337
Cem,Yilmaz,w52435
Michael,Reeves,w39644
 Tom,Baker,w2383
 John,Burke,w6442
Brent V.,Friedman,w15288
 D.B.,Smith,w44926
John,Beaird,w3191
 Gelett,Burgess,w6419
Makoto,Koyama,w25809
 Naho,Oishi,w35703
J.,Davis,w10900
Joe,Morganella,w33422
 Kevin,Commins,w9315
Paul,Davids,w10803
Kevin,Shinick,w44050
 Kevin,Shinick,w44049
Delondra,Mesa-Williams,w32133
 Harvey,Richelson,w40078
V.V. Dachin,Hsu,w21217
 Takashi,Matsuoka,w30978
Iou,Kuroda,w26267
 Kitarô,Kôsaka,w26419
Lisa,Enos,w13221
Jeff S.,Chimenti,w8338
John,Melendez,w31918
C.S.,Drury,w12289
 C.S.,Drury,w12286
 Aaron,Gorvine,w17438
 Dave,Gorvine,w17439
Allen,Kellogg,w24342
Geri Cudia,Barger,w2696
 Gilbert M.,Shilton,w43995
Michael,Tabb,w46983
 Louis,Morneau,w33480
 Michael,Tabb,w46982
David,Ogden,w35652
Annette,Cascone,w7515
 Gina,Cascone,w7514
 Marina,Sargenti,w42273
Jowita,Budnik,w6303
 Arkadiusz,Janiczek,w22398
 Joanna,Kos-Krauze,w25709
 Ewa,Wencel,w50843
Przemyslaw,Angerman,w1303
 Adam,Karolewski,w23872
 Agnieszka,Zukowska,w53130
Miroslaw,Piepka,w37736
 Michal,Pruski,w38667
Jorge,Zamacona,w52763
Mino,Milani,w32384
Alice,McDermott,w31388
Roza,Khusnutdinova,w24723
Alf,Brustellin,w6174
 Heinrich,Böll,w6746
 Hans Peter,Cloos,w8887
 Maximiliane,Mainka,w29798
 Edgar,Reitz,w39767
 Katja,Rupé,w41434
 Peter,Schubert,w42913
 Bernhard,Sinkel,w44643
 Peter F.,Steinbach,w45928
Gilles,Paquet-Brenner,w36524
Michael,Gleissner,w16888
 Frederick,Bailey,w2313
Emmanuel,Courcol,w9847
 Philippe,Lioret,w28493
 Christian,Sinniger,w44646
Lorenzo da,Ponte,w38183
 Francis,Savel,w42439
 Patricia,Losey,w28914
 Rolf,Liebermann,w28280
Amy,Sohn,w45215
 Jamie,Yerkes,w52416
 Jean-Louis,Martinoty,w30718
 Jean-Pierre,Ponnelle,w38176
Laurence,Côte,w10436
 Marianne,Denicourt,w11295
 Nathalie,Richard,w40025
Michael,Tollin,w48115
Fritz,Mitchell,w32807
 Gary Paul,Gates,w16096
Sean,Pamphilon,w36409
Al,Szymanski,w46940
Michael,Tolajian,w48090
Daniel,Gordon,w17384
 Nick,Packer,w36242
Ezra,Edelman,w12756
Beth,Kendrick,w24416
 Aury,Wallington,w50179
Deniz Gamze,Ergüven,w13304
 Martial,Matthieu,w31017
Masayori,Sekimoto,w43279
 Satoshi,Urushihara,w49027
Srinivas,Kavinayam,w24124
 Srinivasa,Kavineyam,w24125
 Nalan,Kumarasamy,w26189
Ameer,Sultan,w46605
 Ameer,Sultan,w46601
Michele,Civetta,w8664
 Rajan,Mehta,w31867
 Illya,Rozhdestvesnky,w41286
Torbjörn,Axelman,w2089
 Lee,Hazlewood,w19726
Daniel,Backman,w2207
 Johnny,Remo,w39780
 Vijayendra,Prasad,w38419
 Kabir,Khan,w24648
 Asad,Hussain,w21503
 Kausar,Munir,w33874
M.,Sasikumar,w42331
Yuvaraj,Dhayalan,w11495
Francesco,Piccolo,w37707
 Davide,Marengo,w30319
 Pablo,Solarz,w45242
D.S.,Kannan,w23729
 Madhan,Karky,w23842
 Venkat,Prabhu,w38398
K.S.,Ravikumar,w39429
Francesco,Nuti,w35297
Frank,Gregory,w17970
 Víctor,Auz,w2035
Massimo,Patrizi,w36884
Ali,Khamraev,w24642
Odelsha,Agishev,w320
 Ali,Khamraev,w24641
Lawrence,Bender,w3561
Geoff,Bowie,w5326
 Laurent,Gagliardi,w15675
 Gerard,Grugeau,w18222
Michael,Markus,w30471
 Tim,Stubinski,w46451
Kunio,Kishida,w25120
 Zenzô,Matsuyama,w30981
 Victor,Villaseñor,w49661
Phillip,Avalon,w2041
Jeff,Etheridge,w13449
 Drew,Hall,w18802
 Denny,Wilkins,w51298
Sean,Skelding,w44735
 Brad,McCray,w31357
 Tyler,Benjamin,w3618
 Shawn,Justice,w23429
Sonny,Grosso,w18184
Irmgard,Pagan,w36260
 Alan,Moskowitz,w33644
Daniel,Bollag,w4898
 Daniel,Bollag,w4896
 Yumiko,Bollag,w4897
Corbin,Timbrook,w47961
David,Fisher,w14400
 Walter,Fox,w14906
April,Wayne,w50528
Brian,Drolet,w12268
 Hoyt,Richards,w40035
Kathryn Ann,Thomas,w47731
 Christopher,Coppola,w9613
Catherine,Allen,w762
 Ian,Simpson,w44542
 Matthew,Bass,w3010
 David,Chiavegato,w8304
 Rich,Pryce-Jones,w38671
 Chris,Lanning,w26860
Craig,Efros,w12832
Felipe,Esparza,w13394
 Natalie,Burn,w6476
 Scott,Martin,w30641
 Ryan,Priest,w38541
 Michael Thomas,Slifkin,w44829
 Mark,Atkins,w1897
Alan,McKenna,w31596
 Paul,Staheli,w45724
 Louis,Baxter,w3153
Jerry,Bryant,w6195
 Demetrius,Navarro,w34480
Jupiter J.,Makins,w29854
 Amariah,Olson,w35838
 Obin,Olson,w35843
David,Au,w1941
Nicholas,Helmsley,w19956
Alexandra,Julson,w23378
Kurt,Anderson,w1155
 Kelly,Carlin-McCall,w7241
 Robert,McCall,w31244
 Michael,Michaud,w32266
Geoffrey,Pepos,w37239
David,Moody,w33200
 Steven,Rumbelow,w41417
 David,Moody,w33195
 Chris,Randall,w39228
Rene,Perez,w37297
Elliot,Hoffman,w20696
 Dan,Kellmer,w24337
 Jimm,Scannell,w42518
Agnès,Feuvre,w14156
 Emmanuelle,Jacob,w22195
 Simon,Leclère,w27334
Igor,Brejdygant,w5644
 Maciej,Karpinski,w23881
Davie,Fairbanks,w13606
 Michael,Punke,w38757
Ghazi,Albuliwi,w578
 Charles Tenney,Jackson,w22156
Sabina,Guzzanti,w18538
 Marcello,Cesena,w7772
Michaël,Cohen,w9091
 Michaël,Cohen,w9056
Edoardo,Albinati,w569
 Giambattista,Basile,w2999
Sean,Crouch,w10155
Hugh,Davidson,w10817
 Rachel,Ramras,w39191
 Hugh,Davidson,w10809
 Larry,Dorf,w12026
Michelle,Knight,w25370
"  a Life Reclaimed: A Memoir of the Cleveland Kidnappings""",by),w53196
Leonardo,Araneo,w1486
Jeremiah,Hundley,w21408
Justin,Price,w38529
 Jeremiah,Campbell,w6990
John,Antrobus,w1391
Charles,Pisaeno,w37919
Jodie,Jones,w23030
 Sam,Sullivan,w46587
 Evan,Scott,w43107
David Lee,Madison,w29640
Jeff,Burton,w6581
 Erik F.,Hill,w20401
 Bill,Vincent,w49694
Akbar,Ahmed,w393
 Jamil,Dehlavi,w11158
Alessandro,Rak,w39128
 Luciano,Stella,w45975
 Nicola,Barile,w2704
 Alessandro,Rak,w39126
 Paola,Tortora,w48253
 Kunihiko,Toi,w48078
Ghost,Gypsy,w18558
Astrid,Ovalles,w36149
 Astrid,Ovalles,w36148
Jacek,Lusinski,w29216
Maria,Sadowska,w41744
 Katarzyna,Terechowicz,w47553
Hiroko,Kanasugi,w23656
 Ebine,Yamaji,w52242
Michael,Herbig,w20098
 Alfons,Biedermann,w4256
Murmel,Clausen,w8780
 Hermann,Bräuer,w6208
 Christian,Tramitz,w48319
 Harald,Sicheritz,w44241
 Makoto,Sanada,w42061
 Tony,Salerno,w41902
 Joe,DiGiorgi,w11518
Serge,Gainsbourg,w15695
Francis,Girod,w16784
 Pierre,Grimblat,w18093
 Jiro,Shin,w44029
 Joe,Morgenstern,w33426
Jeremy,Sheldon,w43804
 Dominic,Burns,w6507
 James,Crow,w10163
 Tom,Malloy,w29936
 Robert M.,Reitano,w39757
Matthew,Gordon,w17391
 Brad,Ingelsby,w21882
Swamy M.,Kandan,w23662
 Jason B.,Whittier,w51149
 Swamy M.,Kandan,w23661
Olivia,Silver,w44392
 Matthew,Mullen,w33826
Benjamin,Dickinson,w11598
Joseph,Infantolino,w21870
 Hong-jin,No,w35037
Eric,Rucker,w41351
 Ken,Winkler,w51591
Philip,Chan,w7894
Juan,Gallego,w15780
Karrie,Crouse,w10159
Tom,Hall,w18835
Anthony,Bravo,w5595
 C.H. Vijay,Kumar,w26174
 Ajay,Kumar,w26172
 Manoj,Muntashir,w33894
Andreia,Barbosa,w2662
 James Carter,Cathcart,w7635
John,Ward,w50339
Mark Patrick,Carducci,w7209
Johnson,Chan,w7885
 Steven Palmer,Peterson,w37476
Zdenek,Holý,w20878
 Veronika,Lisková,w28539
Benjamin,Renner,w39817
 Antoine,Barraud,w2820
 Nicky,Baker,w2379
Martin,Askew,w1830
 Andrew,Hulme,w21371
 Oliver,Parsons,w36740
Rossella,D'Andrea,w10462
 Ciro De,Caro,w7306
Ram,Ram,w39146
Gustavo,Frías,w15395
Esteban,Echeverría,w12728
 Gerardo,Pranteda,w38416
Hakan,Haksun,w18761
 Ömer,Vargi,w49248
Hisakatsu,Kuroki,w26270
Lütfi,Akad,w446
 Yilmaz,Güney,w18599
Jay,Miracle,w32699
Brady,Corbet,w9633
 Mona,Fastvold,w13815
Andrew,Morgan,w33409
Ahmed,Mourad,w33698
David,Banks,w2570
 David,Rountree,w41205
Richie,Conroy,w9437
 Toby,Genkel,w16279
Kurt,Sutter,w46698
Taylor,Sheridan,w43884
Man Keung,Chan,w7890
Cüneyt,Kaya,w24170
Marvin,Hier,w20339
 Richard,Trank,w48332
 Severin,Fiala,w14162
Steve,Edmiston,w12782
 Victor,Kepler,w24501
 Shaun,McCarthey,w31263
 Marie,Rubin,w41323
Thomas,Farone,w13766
Gayl,Decoursey,w11133
Devon,Gummersall,w18403
 Gregory J. Pawlik,Jr.,w23208
Jay,Craven,w10002
 Hathalee,Higgs,w20367
 Scott,Lax,w27215
 Lisa,Hamil,w18902
G.D.,Gearino,w16195
 Robert W.,Lenski,w27766
Nathan,Berry,w4021
 Mikael,Fuchs,w15406
 Henrik,Koelman,w25456
 Tomas,Sandquist,w42127
Steve,Hudgins,w21272
Liz,Bradley,w5444
 Christopher R.,Smith,w44923
Dean,Wray,w52018
 Teach,Grant,w17703
 Gay,Talese,w47140
Adam,Emerson,w13114
 Andrew,Kightlinger,w24754
 Steven,Luke,w29142
Todd,Barry,w2895
James,Graham,w17625
Tyler,Hisel,w20561
Rudolf,Sremec,w45686
Nafeez Mossadeq,Ahmed,w397
Lara,Unnerstall,w48975
 Jake,Myers,w34098
 Lara,Unnerstall,w48974
 Ben,Kobold,w25427
 Katie,Rife,w40163
 Nick,Moore,w33241
Martin,Allen,w776
 Jen,Smolka,w45100
 Chris,Shafer,w43528
Ingibjörg,Reynisdóttir,w39903
 Baldvin,Zophoníasson,w53098
 José Luis,Latasa,w27022
 Tom,Graves,w17739
 Mike,Mendez,w31993
 Ashley,O'Neil,w35508
 Leon,Hirszman,w20555
 Nelson,Rodrigues,w40641
Rishi,Bhilawadikar,w4193
Kwan,Tsang,w48562
Ezna,Sands,w42134
Dave,LaMattina,w26475
Tyler Graham,Pavey,w36947
Eugene,Mirman,w32718
Peter,Biegen,w4257
 Max Allan,Collins,w9227
Eric,Falconer,w13643
 Ian,Hecox,w19783
 Anthony,Padilla,w36249
 Michele,Colucci-Zieger,w9287
 Joe,Johnson,w22822
Stijn,Coninx,w9361
Dutch,Southern,w45435
Denise,Poole,w38201
Alonso,Torres,w48238
 Carlos,Moreno,w33358
Jordon,Hodges,w20640
 Jordon,Hodges,w20637
 Bugs,Moran,w33308
James,Mavor,w31074
 Sandi,Toksvig,w48088
 Ian,Rankin,w39254
Xavier,Maingon,w29797
 Xavier,Maingon,w29796
 Florence,Foresti,w14756
 Pascal,Serieis,w43411
 Patrick,Fouque,w14874
 Frédéric,Jurie,w23419
Pierre,Assouline,w1861
 Shaji N.,Karun,w23903
 Reghunath,Paleri,w36336
Grace Sartwell,Mason,w30819
Julien,Leclercq,w27331
 Franck,Philippon,w37626
Johannes,Jaeger,w22273
 Nicolas,Bary,w2974
Jorge Valdano,Sáenz,w46946
 Jorge,Valdano,w49102
Chris,Sun,w46627
Jamie,Luk,w29133
Man Kei,Chin,w8348
Bosco,Lam,w26655
 Chi-Leung,Law,w27142
Vaso,Hekimoglou,w19890
 Lakis,Lazopoulos,w27245
 Athina Rachel,Tsangari,w48564
 Aleksandra,Waliszewska,w50071
 Matthew,Johnson,w22836
 Tasca,Shadix,w43523
Argyris,Papadimitropoulos,w36496
 Jan,Vogel,w49807
Torsten,Wenzel,w50859
 Florian,Gallenberger,w15781
 Tom,Kinninmont,w25031
Anup,Singh,w44621
 Madhuja,Mukherjee,w33789
Earle,Browne,w6080
Daniel Blake,Smith,w45023
Gian Vittorio,Baldi,w2458
 Gian Vittorio,Baldi,w2456
Anna de,Paoli,w36484
 Linus de,Paoli,w36482
Michael,Alaimo,w526
 Len,Chandler,w7913
 Pamela,Donegan,w11927
 Jane,Fonda,w14651
 Rita,Martinson,w30723
 Robin,Menken,w32017
 Holly,Near,w34516
 Donald,Sutherland,w46692
Zhang,Buniu,w6372
 Snow,Zou,w53107
Jingming,Guo,w18439
 Upamanyu,Chatterjee,w8079
Shiqing,Cheng,w8196
 Qinger,Liang,w28234
 Pengli,Situ,w44685
 Shuo,Wang,w50282
 Jinglei,Xu,w52165
 Meng,Zhao,w52960
Han,Han,w18979
Chi-Yin,Cheung,w8255
 Tze-Man,Sin,w44566
 Lanfeng,Xu,w52167
Nancy,Grace,w17574
Alfredo,Zacarías,w52712
Mats Helge,Olsson,w35857
Florian,Zeller,w52876
 Florian,Zeller,w52875
Matthew,Newman,w34762
Rick,Beyer,w4129
Francesco,Arlanch,w1593
 Luca,Barbareschi,w2622
Vittorio,Gassman,w16084
 Vittorio,Gassman,w16083
Pier Giovanni,Anchisi,w1073
 Lino Del,Fra,w14934
 Cecilia,Mangini,w30069
Antonio,Incorvaia,w21854
 Alessandro,Rimassa,w40210
Jerry,Calà,w6939
Rodolfo,Angelico,w1280
 Maurizio,Micheli,w32283
Giovanni,Manganelli,w30065
Neri,Parenti,w36559
Franck,Khalfoun,w24636
 Brian,Breiter,w5640
Briana,Hartman,w19418
 Josh,Mills,w32579
 Joseph,DeLage,w11006
 Troy,Wagner,w49997
 Victor,Surge,w46657
Nanni,Loy,w29021
 Marco,Elia,w12968
Milton,Lewis,w28161
Inge,Hegeler,w19827
 Sten,Hegeler,w19826
 Torgny,Wickman,w51175
 Michael C.,Martin,w30635
 Christopher,Borrelli,w5128
Nabil Ben,Yadir,w52191
 Laurent,Brandenbourger,w5532
Suzana,Amaral,w930
 Clarice,Lispector,w28541
 Alfredo,Oroz,w35986
Zeke,Farrow,w13795
 Samantha,Buck,w6267
 Francisco,Bello,w3487
Nobuyuki,Fukumoto,w15482
 Nobuyuki,Fukumoto,w15481
 Jun'ya,Yamazaki,w52281
 Anna,Justice,w23428
 Pamela,Katz,w24032
Simona,Izzo,w22132
 Giuseppe,Manfridi,w30063
Mathieu,Denis,w11300
Kimberly,Levin,w28017
Mike,Carter,w7459
 Mike,Carter,w7445
Miguel Ángel,Blanco,w4567
 Borja,Brun,w6138
Yoshitaka,Yamaguchi,w52241
Peter,Gimbel,w16712
Tom,Whitus,w51154
 K.P.,Kumaran,w26186
 Juan de Dios,Garduño,w15974
Kevin,Miranda,w32706
 Florence,d'Azémar,w53210
 Yann de,Monterno,w33152
Badrinath,Badrinath,w2234
 Balaichand,Mukherjee,w33786
 Mrinal,Sen,w43346
 Satyendra,Sharma,w43667
 Yagya,Sharma,w43672
 Jeffrey,O'Kelly,w35488
 Éric,Rochat,w40555
Michael J.,Kospiah,w25737
Thierry,Binisti,w4343
 Valérie,Zenatti,w52901
Lisa,Stevens,w46113
Kristen,DiAngelo,w11506
 James,Johnson,w22818
O.W.,Tuthill,w48789
Jeremy,Berg,w3769
 Jeremy,Berg,w3755
 Matt,Medisch,w31810
 John,Portanova,w38254
Shelley,Bingham-Husk,w4339
 Michael,Flynn,w14592
 Dean,Hughes,w21308
Emma,Donoghue,w11976
 Emma,Donoghue,w11973
Jonathan,Taieb,w47038
Duke,Mitchell,w32805
Greg A.,Sager,w41771
