awards,imdb_id
Won 1 Oscar. Another 1 nomination.,tt0110480
3 wins & 1 nomination.,tt0108211
2 wins.,tt0117331
8 wins & 4 nominations.,tt0117765
1 nomination.,tt0116833
3 wins & 1 nomination.,tt0113280
6 nominations.,tt0116669
5 wins & 6 nominations.,tt0116594
3 wins.,tt0113211
1 win.,tt0114494
2 wins.,tt0094265
2 wins & 1 nomination.,tt0105201
2 wins & 1 nomination.,tt0070820
2 wins & 1 nomination.,tt0084898
1 nomination.,tt0063715
N/A,tt0109191
N/A,tt0114122
Nominated for 1 Oscar. Another 23 wins & 33 nominations.,tt0117951
1 nomination.,tt0118523
Won 1 Oscar. Another 34 wins & 34 nominations.,tt0116629
3 wins & 11 nominations.,tt0117737
1 win & 3 nominations.,tt0116277
Nominated for 1 Oscar. Another 8 wins & 21 nominations.,tt0116583
3 wins & 1 nomination.,tt0115798
N/A,tt0116778
Nominated for 1 Oscar. Another 3 wins & 1 nomination.,tt0116213
N/A,tt0113147
Won 1 Oscar. Another 9 wins & 12 nominations.,tt0117218
4 wins & 1 nomination.,tt0100990
2 nominations.,tt0111546
4 wins.,tt0093199
3 wins.,tt0106810
1 win & 4 nominations.,tt0111180
1 nomination.,tt0111237
N/A,tt0072362
1 win.,tt0103207
Nominated for 1 Oscar. Another 1 win & 3 nominations.,tt0116040
1 win & 10 nominations.,tt0116365
Nominated for 1 Oscar. Another 15 wins & 17 nominations.,tt0116905
3 wins & 2 nominations.,tt0116493
7 wins & 8 nominations.,tt0117333
7 nominations.,tt0118113
3 nominations.,tt0117628
Nominated for 1 Golden Globe. Another 7 wins & 11 nominations.,tt0117913
N/A,tt0115530
2 nominations.,tt0114266
3 nominations.,tt0115493
N/A,tt0116320
2 nominations.,tt0116756
2 nominations.,tt0109356
N/A,tt0116823
2 wins.,tt0112568
N/A,tt0114170
1 nomination.,tt0117999
1 nomination.,tt0118073
1 win & 5 nominations.,tt0108220
N/A,tt0049521
Nominated for 1 Oscar. Another 8 wins & 1 nomination.,tt0104403
2 wins & 1 nomination.,tt0061495
7 wins & 1 nomination.,tt0110246
2 wins & 1 nomination.,tt0116164
1 win.,tt0112865
2 wins & 2 nominations.,tt0112716
1 win & 2 nominations.,tt0115472
2 wins.,tt0116707
Nominated for 1 Oscar. Another 3 wins & 7 nominations.,tt0116313
3 wins & 2 nominations.,tt0114550
Nominated for 1 Golden Globe. Another 3 wins & 4 nominations.,tt0117438
N/A,tt0116531
N/A,tt0117332
N/A,tt0116353
1 nomination.,tt0115857
3 wins & 7 nominations.,tt0117008
Won 1 Oscar. Another 2 wins & 7 nominations.,tt0116191
1 nomination.,tt0115986
1 nomination.,tt0116571
N/A,tt0053459
N/A,tt0117826
1 win.,tt0113695
N/A,tt0108227
5 wins & 7 nominations.,tt0111424
N/A,tt0113080
N/A,tt0115680
3 wins.,tt0117718
2 nominations.,tt0116225
4 wins.,tt0112767
2 wins & 3 nominations.,tt0115632
Nominated for 1 Golden Globe. Another 3 nominations.,tt0117918
3 wins & 5 nominations.,tt0104109
6 wins & 1 nomination.,tt0051980
2 nominations.,tt0100840
1 win & 2 nominations.,tt0107575
1 win.,tt0042054
Won 3 Oscars. Another 24 wins & 28 nominations.,tt0068646
10 wins & 1 nomination.,tt0109255
2 wins & 4 nominations.,tt0104558
1 win & 4 nominations.,tt0116985
1 win.,tt0046468
2 wins & 1 nomination.,tt0114474
8 wins & 13 nominations.,tt0115736
2 wins.,tt0115836
1 win & 5 nominations.,tt0101692
3 wins & 1 nomination.,tt0116745
1 nomination.,tt0119214
1 nomination.,tt0116934
9 wins & 3 nominations.,tt0109066
2 nominations.,tt0075169
2 wins & 2 nominations.,tt0113542
N/A,tt0110693
N/A,tt0106544
3 wins & 2 nominations.,tt0116418
2 wins & 1 nomination.,tt0112607
4 nominations.,tt0120004
2 wins & 9 nominations.,tt0116654
1 nomination.,tt0116311
N/A,tt0117965
N/A,tt0114592
1 win & 3 nominations.,tt0115725
2 nominations.,tt0115783
1 win.,tt0120271
1 win & 1 nomination.,tt0113596
2 wins & 3 nominations.,tt0109001
2 wins & 6 nominations.,tt0094822
2 wins & 1 nomination.,tt0113253
1 win & 2 nominations.,tt0117991
N/A,tt0117093
N/A,tt0024252
6 wins & 4 nominations.,tt1684935
8 wins & 6 nominations.,tt0111019
Won 1 Oscar. Another 3 wins & 9 nominations.,tt0035896
Won 2 Oscars. Another 3 wins & 5 nominations.,tt0032904
Nominated for 2 Oscars. Another 5 wins & 7 nominations.,tt0045152
Won 6 Oscars. Another 4 wins & 7 nominations.,tt0043278
Nominated for 4 Oscars. Another 2 wins & 6 nominations.,tt0050419
Won 2 Oscars. Another 10 wins & 13 nominations.,tt0054698
Nominated for 2 Oscars. Another 8 wins & 4 nominations.,tt0052357
Nominated for 4 Oscars. Another 6 wins & 8 nominations.,tt0047396
Won 5 Oscars. Another 5 wins & 2 nominations.,tt0025316
Won 2 Oscars. Another 3 wins & 7 nominations.,tt0036855
Won 1 Oscar. Another 5 nominations.,tt0025164
Nominated for 3 Oscars. Another 8 wins & 4 nominations.,tt0053125
Won 5 Oscars. Another 19 wins & 8 nominations.,tt0053604
Won 1 Oscar. Another 9 wins & 13 nominations.,tt0053291
Nominated for 1 Oscar. Another 3 wins & 8 nominations.,tt0056923
Won 3 Oscars. Another 5 wins & 9 nominations.,tt0034583
Nominated for 3 Oscars. Another 4 wins.,tt0033870
Won 8 Oscars. Another 16 wins & 13 nominations.,tt0058385
Won 1 Oscar. Another 5 wins & 8 nominations.,tt0047437
Won 3 Oscars. Another 7 wins & 15 nominations.,tt0046250
N/A,tt0031580
Nominated for 4 Oscars. Another 6 wins & 1 nomination.,tt0037059
Won 2 Oscars. Another 7 wins & 14 nominations.,tt0032138
Won 8 Oscars. Another 10 wins & 9 nominations.,tt0031381
Nominated for 1 Oscar. Another 2 wins & 7 nominations.,tt0084370
Won 3 Oscars. Another 15 wins & 18 nominations.,tt0043014
Won 1 Oscar. Another 9 wins & 13 nominations.,tt0033467
Won 1 Oscar. Another 13 wins & 10 nominations.,tt0062622
N/A,tt0039428
Won 6 Oscars. Another 17 wins & 17 nominations.,tt0042192
1 win.,tt0032143
Won 2 Oscars. Another 4 wins & 10 nominations.,tt0032976
Nominated for 6 Oscars. Another 1 win.,tt0032484
Nominated for 2 Oscars. Another 3 wins & 1 nomination.,tt0038787
Won 1 Oscar. Another 1 win & 6 nominations.,tt0038109
Nominated for 4 Oscars. Another 2 wins & 2 nominations.,tt0050105
Won 1 Oscar. Another 5 nominations.,tt0048728
Nominated for 3 Oscars. Another 1 nomination.,tt0042451
Nominated for 3 Oscars. Another 2 wins & 1 nomination.,tt0045537
Nominated for 4 Oscars. Another 3 wins & 2 nominations.,tt0031725
Nominated for 3 Golden Globes. Another 3 wins & 1 nomination.,tt0050658
Won 9 Oscars. Another 12 wins & 9 nominations.,tt0051658
2 nominations.,tt0052126
Won 3 Oscars. Another 3 wins & 2 nominations.,tt0029843
Nominated for 1 Oscar. Another 1 win.,tt0032762
Won 1 Oscar. Another 2 wins & 4 nominations.,tt0037008
N/A,tt0039420
Won 2 Oscars. Another 1 win & 5 nominations.,tt0029162
Nominated for 4 Oscars. Another 2 wins & 2 nominations.,tt0027125
Nominated for 1 Oscar. Another 2 wins & 1 nomination.,tt0035446
Nominated for 6 Oscars. Another 1 win.,tt0028010
Won 1 Oscar. Another 6 wins & 15 nominations.,tt0049261
Won 1 Oscar. Another 12 wins & 10 nominations.,tt0048028
Nominated for 4 Oscars. Another 3 wins.,tt0025878
2 wins.,tt0032599
Won 5 Oscars. Another 8 wins & 5 nominations.,tt0048960
Nominated for 5 Oscars. Another 6 wins & 1 nomination.,tt0038650
Won 1 Oscar. Another 4 wins & 12 nominations.,tt0031679
2 wins.,tt0029947
Nominated for 1 Oscar. Another 1 nomination.,tt0034012
N/A,tt0017350
N/A,tt0036094
N/A,tt0025586
N/A,tt0038300
N/A,tt0027893
N/A,tt0032022
N/A,tt0041509
N/A,tt0039152
1 win & 1 nomination.,tt0026029
Nominated for 1 BAFTA Film Award. Another 2 wins.,tt0038235
N/A,tt0036241
2 wins & 1 nomination.,tt0063350
Won 1 Oscar. Another 2 wins & 9 nominations.,tt0043265
1 win.,tt0046414
Nominated for 6 Oscars. Another 3 wins & 10 nominations.,tt0051459
N/A,tt0047162
Nominated for 1 Oscar. Another 1 win.,tt0033891
Nominated for 4 Oscars. Another 1 win & 1 nomination.,tt0029855
N/A,tt0029588
Won 2 Oscars. Another 1 win & 2 nominations.,tt0022879
N/A,tt0027980
2 wins & 2 nominations.,tt0114007
1 win & 2 nominations.,tt0093229
N/A,tt0118927
Won 2 Oscars. Another 3 wins & 11 nominations.,tt0048491
1 win & 2 nominations.,tt0113730
N/A,tt0117357
Nominated for 1 Oscar. Another 2 wins.,tt0117669
Nominated for 1 Oscar. Another 5 wins & 6 nominations.,tt0116329
N/A,tt0118742
3 nominations.,tt0116442
Nominated for 1 Golden Globe. Another 6 wins & 2 nominations.,tt0114354
N/A,tt0117011
Nominated for 2 Oscars. Another 4 wins & 15 nominations.,tt0117039
N/A,tt0117473
N/A,tt0116635
9 wins & 17 nominations.,tt0115678
N/A,tt0116830
4 wins & 4 nominations.,tt0115847
5 wins & 5 nominations.,tt0117603
1 nomination.,tt0115438
2 nominations.,tt0115994
N/A,tt0083587
N/A,tt0116167
N/A,tt0116259
N/A,tt0116421
N/A,tt0116000
2 nominations.,tt0115862
N/A,tt0072653
N/A,tt0047977
N/A,tt0072951
1 win & 2 nominations.,tt0064603
N/A,tt0071607
1 win.,tt0050798
Nominated for 2 Oscars. Another 2 wins & 6 nominations.,tt0055277
Won 1 Golden Globe. Another 1 win & 1 nomination.,tt0054195
N/A,tt0107131
1 win & 1 nomination.,tt0053271
N/A,tt0054357
6 nominations.,tt0059793
Won 2 Oscars. Another 2 wins & 3 nominations.,tt0046672
2 wins & 2 nominations.,tt0106611
1 win & 4 nominations.,tt0109127
Nominated for 3 Oscars. Another 5 wins & 4 nominations.,tt0042332
N/A,tt0063819
Nominated for 2 Oscars. Another 1 nomination.,tt0038166
Nominated for 1 Oscar. Another 1 win.,tt0057546
N/A,tt0041890
Nominated for 1 Oscar. Another 16 wins & 19 nominations.,tt0102798
Won 5 Oscars. Another 15 wins & 17 nominations.,tt0058331
Won 1 Oscar. Another 3 wins & 1 nomination.,tt0033563
Nominated for 2 Oscars. Another 4 nominations.,tt0076538
Won 1 Oscar. Another 1 win & 5 nominations.,tt0066817
Nominated for 1 Oscar. Another 1 nomination.,tt0043274
1 win & 2 nominations.,tt0082406
6 wins & 4 nominations.,tt0116361
Won 5 Oscars. Another 12 wins & 13 nominations.,tt0059742
Nominated for 4 Oscars. Another 7 wins & 2 nominations.,tt0095016
3 nominations.,tt0104692
2 wins & 5 nominations.,tt0118044
1 win & 1 nomination.,tt0114597
1 nomination.,tt0117582
Nominated for 5 Oscars. Another 33 wins & 41 nominations.,tt0117589
Nominated for 1 Oscar. Another 3 wins & 7 nominations.,tt0117887
1 win.,tt0117924
N/A,tt0117791
N/A,tt0116928
4 wins & 3 nominations.,tt0115640
3 nominations.,tt0116908
Won 1 Oscar. Another 4 nominations.,tt0116409
2 wins & 3 nominations.,tt0116913
4 nominations.,tt0117958
N/A,tt0117400
N/A,tt0117202
2 wins & 5 nominations.,tt0116404
N/A,tt0120107
5 wins & 6 nominations.,tt0116722
Nominated for 1 Golden Globe. Another 11 wins & 11 nominations.,tt0116242
1 win & 2 nominations.,tt0115600
Nominated for 1 Oscar. Another 15 wins & 27 nominations.,tt0117509
3 wins & 3 nominations.,tt0117802
Nominated for 1 Oscar. Another 1 win & 4 nominations.,tt0117665
1 nomination.,tt0117781
1 win & 2 nominations.,tt0116714
2 wins & 1 nomination.,tt0115491
1 nomination.,tt0043140
Nominated for 1 Oscar. Another 3 nominations.,tt0029546
Won 1 Oscar. Another 1 nomination.,tt0028757
Nominated for 5 Oscars. Another 3 wins & 3 nominations.,tt0039286
1 win.,tt0037101
N/A,tt0044863
2 wins & 2 nominations.,tt0109823
Nominated for 1 Oscar. Another 2 wins & 2 nominations.,tt0067992
1 nomination.,tt0111622
Nominated for 2 BAFTA Film Awards. Another 3 wins & 3 nominations.,tt0055018
2 wins & 2 nominations.,tt0070707
2 nominations.,tt0066808
Won 1 Oscar. Another 8 wins & 18 nominations.,tt0095159
N/A,tt0079470
Won 1 Oscar. Another 10 wins & 15 nominations.,tt0084865
Won 1 Oscar. Another 2 wins & 1 nomination.,tt0068334
Won 1 Oscar. Another 2 wins & 14 nominations.,tt0059243
Won 2 Oscars. Another 20 wins & 27 nominations.,tt0061418
Won 1 Oscar. Another 5 wins & 4 nominations.,tt0052027
Nominated for 1 BAFTA Film Award. Another 3 wins & 2 nominations.,tt0046912
1 win & 1 nomination.,tt0113731
Won 1 Oscar. Another 11 wins & 6 nominations.,tt0092890
12 wins & 22 nominations.,tt0105236
Won 4 Oscars. Another 19 wins & 14 nominations.,tt0091763
1 nomination.,tt0098627
Nominated for 2 Oscars. Another 5 wins & 21 nominations.,tt0103772
3 nominations.,tt0101761
Won 1 Oscar. Another 21 wins & 46 nominations.,tt0104036
Nominated for 1 Oscar. Another 8 wins & 12 nominations.,tt0104348
Won 1 Oscar. Another 12 wins & 12 nominations.,tt0084707
Won 4 Oscars. Another 47 wins & 34 nominations.,tt0083866
N/A,tt0117577
N/A,tt0029992
Nominated for 1 Oscar. Another 1 win & 1 nomination.,tt0099371
Won 1 Oscar. Another 10 wins & 5 nominations.,tt0092099
N/A,tt0115531
Nominated for 3 Oscars. Another 2 wins & 3 nominations.,tt0048545
Won 4 Oscars. Another 13 wins & 15 nominations.,tt0044081
N/A,tt0115885
1 nomination.,tt0116859
1 win & 1 nomination.,tt0115870
N/A,tt0115684
8 wins & 8 nominations.,tt0117040
2 wins & 1 nomination.,tt0117284
N/A,tt0115580
2 wins & 6 nominations.,tt0116378
2 wins & 1 nomination.,tt2250194
1 nomination.,tt0113057
Nominated for 1 Golden Globe. Another 6 wins & 5 nominations.,tt0116581
N/A,tt0114622
1 win.,tt0112907
Nominated for 2 Oscars. Another 22 wins & 33 nominations.,tt0117318
N/A,tt0116422
1 nomination.,tt0117320
Won 3 Oscars. Another 11 wins & 23 nominations.,tt0082846
Nominated for 3 Golden Globes. Another 2 wins & 2 nominations.,tt0072081
N/A,tt0101775
Won 1 Oscar. Another 8 wins & 15 nominations.,tt0096754
1 win & 2 nominations.,tt0080749
4 nominations.,tt0082340
2 wins & 2 nominations.,tt0082533
Nominated for 1 Golden Globe. Another 11 wins & 16 nominations.,tt0091288
Nominated for 1 BAFTA Film Award. Another 4 wins & 2 nominations.,tt0091480
3 wins & 2 nominations.,tt0107274
Nominated for 3 Oscars. Another 1 win & 3 nominations.,tt0081375
2 wins & 2 nominations.,tt0071853
N/A,tt0116587
N/A,tt0112777
N/A,tt0116245
N/A,tt0116212
2 wins & 1 nomination.,tt0117968
Nominated for 1 Oscar. Another 1 win.,tt0116886
N/A,tt0117677
2 wins & 1 nomination.,tt0112759
Won 1 Oscar. Another 11 wins & 5 nominations.,tt0118147
Won 1 Oscar. Another 12 wins.,tt0108598
N/A,tt0110173
Nominated for 1 Oscar. Another 6 wins & 3 nominations.,tt0084589
6 wins & 6 nominations.,tt0109781
1 win.,tt0040427
N/A,tt0040723
N/A,tt0039881
N/A,tt0034493
3 wins.,tt0039004
N/A,tt0026465
N/A,tt0026656
N/A,tt0025799
Won 1 Oscar. Another 15 wins & 5 nominations.,tt0078875
Nominated for 1 Oscar. Another 2 wins & 3 nominations.,tt0069198
2 wins & 2 nominations.,tt0110521
N/A,tt0060304
1 nomination.,tt0115715
1 nomination.,tt0116059
N/A,tt0115610
Won 1 Oscar. Another 9 wins & 3 nominations.,tt0099028
N/A,tt0112483
Nominated for 1 Golden Globe. Another 4 wins & 2 nominations.,tt0103850
Won 1 Oscar. Another 23 wins & 31 nominations.,tt0095765
7 wins & 10 nominations.,tt0097108
2 wins & 2 nominations.,tt0109942
Nominated for 1 BAFTA Film Award. Another 15 wins & 14 nominations.,tt0101700
Nominated for 1 Golden Globe. Another 9 wins & 8 nominations.,tt0101765
Nominated for 3 Oscars. Another 4 wins & 5 nominations.,tt0101811
Nominated for 1 BAFTA Film Award. Another 4 wins & 2 nominations.,tt0050825
Nominated for 4 Oscars. Another 10 wins & 17 nominations.,tt0099703
Nominated for 1 Golden Globe. Another 4 wins & 3 nominations.,tt0102014
N/A,tt0120121
Won 9 Oscars. Another 53 wins & 75 nominations.,tt0116209
Won 1 Oscar. Another 8 wins & 17 nominations.,tt0102426
Won 2 Oscars. Another 21 wins & 20 nominations.,tt0097937
Nominated for 1 Oscar. Another 15 wins & 22 nominations.,tt0098724
Nominated for 2 Oscars. Another 2 wins & 8 nominations.,tt0105107
Nominated for 1 Golden Globe. Another 19 wins & 17 nominations.,tt0105488
12 wins & 5 nominations.,tt0096257
7 wins & 19 nominations.,tt0101026
1 win & 4 nominations.,tt0102370
16 wins & 1 nomination.,tt0100332
Won 5 Oscars. Another 30 wins & 13 nominations.,tt0073486
N/A,tt0078446
Won 1 Oscar. Another 21 wins & 19 nominations.,tt0080684
Nominated for 1 Oscar. Another 7 wins & 8 nominations.,tt0093779
Won 4 Oscars. Another 30 wins & 23 nominations.,tt0082971
Nominated for 2 Oscars. Another 8 wins & 3 nominations.,tt0088846
Won 2 Oscars. Another 18 wins & 22 nominations.,tt0090605
1 win & 3 nominations.,tt0060196
1 win & 1 nomination.,tt0094336
Nominated for 3 Oscars. Another 16 wins & 8 nominations.,tt0050083
Won 7 Oscars. Another 23 wins & 14 nominations.,tt0056172
Nominated for 4 Oscars. Another 9 wins & 19 nominations.,tt0066921
Won 3 Oscars. Another 10 wins & 16 nominations.,tt0056592
Won 2 Oscars. Another 18 wins & 31 nominations.,tt0078788
4 wins & 5 nominations.,tt0064116
Nominated for 4 Oscars. Another 20 wins & 16 nominations.,tt0086190
Nominated for 1 BAFTA Film Award. Another 18 wins & 10 nominations.,tt0093191
Won 1 Oscar. Another 4 wins & 4 nominations.,tt0041959
Won 1 Oscar. Another 43 wins & 37 nominations.,tt0099685
Won 1 Oscar. Another 16 wins & 19 nominations.,tt0078748
10 wins & 7 nominations.,tt0106308
3 wins & 6 nominations.,tt0095250
Won 1 Oscar. Another 28 wins & 21 nominations.,tt0089881
2 wins & 6 nominations.,tt0097202
Nominated for 4 Oscars. Another 5 wins & 9 nominations.,tt0054215
1 win.,tt0080455
Won 6 Oscars. Another 11 wins & 20 nominations.,tt0071562
Nominated for 1 Oscar. Another 7 wins & 11 nominations.,tt0093058
Nominated for 1 Oscar. Another 3 wins.,tt0104361
Won 1 Oscar. Another 9 wins & 13 nominations.,tt0097499
Won 8 Oscars. Another 33 wins & 14 nominations.,tt0086879
Won 2 Oscars. Another 8 wins & 8 nominations.,tt0045061
Nominated for 2 Golden Globes. Another 11 wins & 7 nominations.,tt0087843
Won 2 Oscars. Another 22 wins & 26 nominations.,tt0081398
Won 4 Oscars. Another 26 wins & 8 nominations.,tt0075686
Won 4 Oscars. Another 7 wins & 15 nominations.,tt0086197
2 wins & 1 nomination.,tt0079944
Nominated for 6 Oscars. Another 13 wins & 5 nominations.,tt0082096
Won 7 Oscars. Another 11 wins & 6 nominations.,tt0070735
Nominated for 2 Golden Globes. Another 2 wins & 1 nomination.,tt0067185
4 wins & 2 nominations.,tt0103130
7 wins & 1 nomination.,tt0050976
Won 1 BAFTA Film Award. Another 3 wins & 6 nominations.,tt0085859
6 wins & 6 nominations.,tt0088247
13 wins & 5 nominations.,tt0103873
Won 3 Oscars. Another 11 wins & 18 nominations.,tt0097441
3 wins & 2 nominations.,tt0100519
Nominated for 2 Oscars. Another 15 wins & 21 nominations.,tt0079522
4 wins & 15 nominations.,tt0100150
Won 1 Oscar. Another 18 wins & 18 nominations.,tt0097165
Won 1 Oscar. Another 20 wins & 16 nominations.,tt0061722
6 wins & 1 nomination.,tt0052311
Nominated for 1 Golden Globe. Another 6 wins & 16 nominations.,tt0100263
Won 7 Oscars. Another 23 wins & 7 nominations.,tt0050212
Won 2 Oscars. Another 16 wins & 8 nominations.,tt0056801
Won 1 Oscar. Another 20 wins & 24 nominations.,tt0071315
Won 1 Golden Globe. Another 2 wins & 1 nomination.,tt0043456
Won 3 Oscars. Another 12 wins & 5 nominations.,tt0040897
1 win & 1 nomination.,tt0092610
2 wins & 2 nominations.,tt0023969
N/A,tt0088794
3 wins & 7 nominations.,tt0081505
Nominated for 1 Oscar. Another 4 wins & 11 nominations.,tt0092005
2 wins.,tt0022100
5 nominations.,tt0092991
Nominated for 1 Oscar. Another 2 wins & 9 nominations.,tt0057115
Won 5 Oscars. Another 17 wins & 26 nominations.,tt0077416
Nominated for 1 BAFTA Film Award. Another 7 wins & 8 nominations.,tt0082269
Won 1 BAFTA Film Award. Another 6 wins & 17 nominations.,tt0107048
Won 4 Oscars. Another 44 wins & 45 nominations.,tt0105695
Nominated for 2 Oscars. Another 5 wins & 6 nominations.,tt0056218
3 wins & 5 nominations.,tt0100436
1 nomination.,tt0036613
Won 1 Oscar. Another 19 wins & 25 nominations.,tt0088763
Nominated for 2 Oscars. Another 6 wins & 11 nominations.,tt0101921
Won 7 Oscars. Another 17 wins & 8 nominations.,tt0066206
4 wins & 6 nominations.,tt0090967
1 win.,tt0094625
N/A,tt0091203
Won 1 Oscar. Another 3 wins & 9 nominations.,tt0061512
Won 1 Oscar. Another 30 wins & 28 nominations.,tt0099334
Nominated for 2 Oscars. Another 11 wins & 5 nominations.,tt0072431
1 win & 1 nomination.,tt0102536
Nominated for 1 Oscar. Another 20 wins & 12 nominations.,tt0101640
Nominated for 5 Oscars. Another 6 wins & 1 nomination.,tt0032553
8 wins & 1 nomination.,tt0032455
Won 4 Oscars. Another 13 wins & 10 nominations.,tt0044706
2 wins.,tt0038355
3 wins & 11 nominations.,tt0097493
Nominated for 1 Oscar. Another 7 wins & 3 nominations.,tt0081534
Won 11 Oscars. Another 17 wins & 13 nominations.,tt0052618
2 wins & 2 nominations.,tt0088258
5 wins & 1 nomination.,tt0085809
1 win.,tt0094006
Won 1 Oscar. Another 6 wins & 20 nominations.,tt0097576
Won 1 Oscar. Another 12 wins & 15 nominations.,tt0078841
Won 8 Oscars. Another 27 wins & 20 nominations.,tt0083987
Nominated for 2 Oscars. Another 7 wins & 11 nominations.,tt0096332
Won 3 Oscars. Another 21 wins & 23 nominations.,tt0091867
2 wins & 2 nominations.,tt0089886
